meet_name,facility_name,meet_start_date,meet_end_date,mm_athlete_id,usas_id,first_name,last_name,gender,team,event_no,stroke,distance,seed_time,round,time,course,heat,lane,heat_place,overall_place,backup_time_1,backup_time_2,reaction_time
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,154,4631A6317ABD45,Joshua,Gerloff,M,UVA,24,Breast,100,54.32,F,53.40,Y,2,6,3,5,53.59,53.45,0.64
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,154,4631A6317ABD45,Joshua,Gerloff,M,UVA,24,Breast,100,54.32,P,54.03,Y,2,5,3,6,54.11,54.13,0.80
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,154,4631A6317ABD45,Joshua,Gerloff,M,UVA,36,Breast,200,121.70,F,117.29,Y,1,4,1,9,117.43,117.58,0.65
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,154,4631A6317ABD45,Joshua,Gerloff,M,UVA,36,Breast,200,121.70,P,119.33,Y,2,6,5,9,119.46,119.43,0.65
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,174,435DD7179CA949,Aspen,Gersper,F,UVA,121,Free,200,0.00,F,108.05,Y,1,5,2,2,108.23,108.22,0.83
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,174,435DD7179CA949,Aspen,Gersper,F,UVA,17,Fly,100,54.00,P,54.68,Y,1,3,6,14,54.83,54.81,0.66
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,174,435DD7179CA949,Aspen,Gersper,F,UVA,25,Back,100,55.50,F,53.35,Y,1,5,2,10,53.57,53.55,0.64
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,174,435DD7179CA949,Aspen,Gersper,F,UVA,25,Back,100,55.50,P,54.13,Y,3,2,4,10,54.26,54.26,0.65
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,174,435DD7179CA949,Aspen,Gersper,F,UVA,33,Free,100,50.05,F,49.50,Y,1,3,3,11,49.65,49.67,0.52
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,174,435DD7179CA949,Aspen,Gersper,F,UVA,33,Free,100,50.05,P,50.19,Y,3,6,4,10,50.30,50.35,0.66
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,155,2A23D9AB512D46,Cavan,Gormsen,F,UVA,5,Free,500,280.46,F,280.02,Y,2,5,2,4,280.23,280.30,0.99
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,155,2A23D9AB512D46,Cavan,Gormsen,F,UVA,5,Free,500,280.46,P,281.32,Y,2,4,2,4,281.36,281.38,0.76
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,155,2A23D9AB512D46,Cavan,Gormsen,F,UVA,21,Free,200,105.00,F,104.85,Y,3,4,2,4,105.13,104.99,0.70
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,155,2A23D9AB512D46,Cavan,Gormsen,F,UVA,21,Free,200,105.00,P,105.55,Y,2,4,1,3,105.71,105.70,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,155,2A23D9AB512D46,Cavan,Gormsen,F,UVA,29,Free,1650,578.29,F,972.78,Y,2,4,1,1,972.84,972.80,0.74
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,155,2A23D9AB512D46,Cavan,Gormsen,F,UVA,37,Fly,200,121.00,F,118.23,Y,2,3,4,6,118.34,118.36,0.65
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,155,2A23D9AB512D46,Cavan,Gormsen,F,UVA,37,Fly,200,121.00,P,117.26,Y,1,2,4,5,117.41,117.35,0.69
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,175,86EDD076A0354E,Bailey,Hartman,F,UVA,5,Free,500,288.49,F,283.87,Y,2,6,4,6,284.02,284.01,0.72
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,175,86EDD076A0354E,Bailey,Hartman,F,UVA,5,Free,500,288.49,P,284.78,Y,2,6,3,6,285.01,284.89,0.70
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,175,86EDD076A0354E,Bailey,Hartman,F,UVA,17,Fly,100,54.30,F,52.23,Y,1,4,2,10,52.54,52.47,0.70
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,175,86EDD076A0354E,Bailey,Hartman,F,UVA,17,Fly,100,54.30,P,53.03,Y,2,6,3,7,53.25,53.14,0.69
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,175,86EDD076A0354E,Bailey,Hartman,F,UVA,21,Free,200,108.00,F,105.91,Y,2,3,2,10,106.05,105.91,0.67
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,175,86EDD076A0354E,Bailey,Hartman,F,UVA,21,Free,200,108.00,P,107.25,Y,4,7,4,9,107.45,107.39,0.69
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,175,86EDD076A0354E,Bailey,Hartman,F,UVA,37,Fly,200,116.31,F,115.21,Y,2,5,2,4,115.39,115.41,0.70
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,175,86EDD076A0354E,Bailey,Hartman,F,UVA,37,Fly,200,116.31,P,116.43,Y,1,3,3,4,116.64,116.57,0.70
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,176,48460A48E3C643,Leah,Hayes,F,UVA,7,Medley,200,116.22,F,113.84,Y,4,4,2,2,114.08,114.10,0.76
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,176,48460A48E3C643,Leah,Hayes,F,UVA,7,Medley,200,116.22,P,114.29,Y,3,4,1,1,114.52,114.50,0.78
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,176,48460A48E3C643,Leah,Hayes,F,UVA,19,Medley,400,252.00,F,241.34,Y,3,4,1,1,241.50,241.56,0.80
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,176,48460A48E3C643,Leah,Hayes,F,UVA,19,Medley,400,252.00,P,243.48,Y,2,4,1,1,243.81,243.88,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,176,48460A48E3C643,Leah,Hayes,F,UVA,35,Breast,200,131.64,F,130.66,Y,3,5,2,2,130.73,130.88,0.76
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,176,48460A48E3C643,Leah,Hayes,F,UVA,35,Breast,200,131.64,P,129.47,Y,3,5,2,2,129.62,129.55,0.76
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,176,48460A48E3C643,Leah,Hayes,F,UVA,321,Free,200,0.00,F,104.40,Y,1,4,1,1,104.62,104.56,0.75
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,143,8005D98D931C45,Matt,Heilman,M,UVA,8,Medley,200,109.00,F,107.54,Y,2,7,5,13,107.61,107.67,0.65
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,143,8005D98D931C45,Matt,Heilman,M,UVA,8,Medley,200,109.00,P,108.08,Y,4,3,5,14,108.19,108.20,0.67
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,143,8005D98D931C45,Matt,Heilman,M,UVA,20,Medley,400,230.00,F,229.77,Y,1,4,2,10,229.86,229.87,0.65
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,143,8005D98D931C45,Matt,Heilman,M,UVA,20,Medley,400,230.00,P,232.74,Y,1,3,4,8,232.80,232.84,0.66
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,143,8005D98D931C45,Matt,Heilman,M,UVA,24,Breast,100,54.86,F,53.84,Y,2,7,6,8,53.96,54.02,0.64
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,143,8005D98D931C45,Matt,Heilman,M,UVA,24,Breast,100,54.86,P,54.96,Y,2,3,4,8,55.06,55.09,0.63
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,143,8005D98D931C45,Matt,Heilman,M,UVA,36,Breast,200,119.55,F,115.98,Y,2,6,2,4,116.12,116.11,0.68
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,143,8005D98D931C45,Matt,Heilman,M,UVA,36,Breast,200,119.55,P,117.00,Y,1,5,3,6,117.09,117.20,0.66
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,147,C34F46F2AF6A3E,Narutaka,Hotta,M,UVA,122,Free,200,0.00,F,98.71,Y,1,4,1,1,98.87,98.91,0.65
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,147,C34F46F2AF6A3E,Narutaka,Hotta,M,UVA,18,Fly,100,47.84,P,48.72,Y,2,3,5,18,48.87,48.87,0.71
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,147,C34F46F2AF6A3E,Narutaka,Hotta,M,UVA,26,Back,100,49.00,F,47.37,Y,1,2,5,13,47.52,47.41,0.67
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,147,C34F46F2AF6A3E,Narutaka,Hotta,M,UVA,26,Back,100,49.00,P,47.82,Y,3,2,5,14,47.90,47.85,0.64
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,147,C34F46F2AF6A3E,Narutaka,Hotta,M,UVA,34,Free,100,44.90,F,45.72,Y,1,4,7,23,45.80,45.85,0.66
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,147,C34F46F2AF6A3E,Narutaka,Hotta,M,UVA,34,Free,100,44.90,P,44.52,Y,4,1,6,17,44.70,44.67,0.64
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,156,00CA128A5DCF48,Tess,Howley,F,UVA,126,Back,100,0.00,F,52.73,Y,1,4,1,1,52.94,52.85,0.59
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,156,00CA128A5DCF48,Tess,Howley,F,UVA,21,Free,200,106.00,F,107.19,Y,2,6,6,14,107.30,107.19,0.67
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,156,00CA128A5DCF48,Tess,Howley,F,UVA,21,Free,200,106.00,P,107.88,Y,4,3,5,12,107.93,108.01,0.67
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,156,00CA128A5DCF48,Tess,Howley,F,UVA,31,Back,200,116.00,F,113.25,Y,3,3,2,4,113.38,113.33,0.65
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,156,00CA128A5DCF48,Tess,Howley,F,UVA,31,Back,200,116.00,P,114.56,Y,2,3,2,5,114.67,114.73,0.61
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,156,00CA128A5DCF48,Tess,Howley,F,UVA,37,Fly,200,114.73,F,114.06,Y,3,4,1,1,114.20,114.20,0.67
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,156,00CA128A5DCF48,Tess,Howley,F,UVA,37,Fly,200,114.73,P,114.47,Y,1,4,1,1,114.55,114.50,0.67
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,138,7935208B7E1F4D,Abigail,Kapeller,F,UVA,117,Fly,100,0.00,F,55.96,Y,1,4,2,2,56.12,55.95,0.66
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,138,7935208B7E1F4D,Abigail,Kapeller,F,UVA,17,Fly,100,56.00,P,57.00,Y,2,7,7,21,57.08,56.97,0.66
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,138,7935208B7E1F4D,Abigail,Kapeller,F,UVA,25,Back,100,55.76,P,57.20,Y,2,2,6,19,57.37,57.21,0.66
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,138,7935208B7E1F4D,Abigail,Kapeller,F,UVA,31,Back,200,124.33,F,122.62,Y,1,7,5,21,122.70,122.63,0.68
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,138,7935208B7E1F4D,Abigail,Kapeller,F,UVA,31,Back,200,124.33,P,124.63,Y,2,8,8,23,124.65,124.90,0.64
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,138,7935208B7E1F4D,Abigail,Kapeller,F,UVA,325,Back,100,0.00,F,55.71,Y,1,4,1,1,55.91,55.85,0.63
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,167,F91213AEA0CA43,Sienna,Karp,F,UVA,7,Medley,200,120.39,F,120.93,Y,1,6,2,18,121.10,121.03,0.76
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,167,F91213AEA0CA43,Sienna,Karp,F,UVA,7,Medley,200,120.39,P,122.89,Y,3,6,6,21,123.08,123.02,0.77
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,167,F91213AEA0CA43,Sienna,Karp,F,UVA,19,Medley,400,260.00,F,259.74,Y,1,4,6,14,259.95,259.99,0.73
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,167,F91213AEA0CA43,Sienna,Karp,F,UVA,19,Medley,400,260.00,P,256.19,Y,2,3,2,7,256.33,256.34,0.72
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,167,F91213AEA0CA43,Sienna,Karp,F,UVA,23,Breast,100,62.27,P,62.97,Y,3,2,5,14,63.10,62.90,0.72
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,167,F91213AEA0CA43,Sienna,Karp,F,UVA,35,Breast,200,138.00,F,139.74,Y,1,7,6,14,139.82,139.72,0.72
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,167,F91213AEA0CA43,Sienna,Karp,F,UVA,35,Breast,200,138.00,P,139.50,Y,2,2,6,14,139.63,139.65,0.69
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,157,0E924C17B9F68B,Elizabeth,Kaye,F,UVA,11,1m,6,273.68,F,312.45,Y,1,2,1,1,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,157,0E924C17B9F68B,Elizabeth,Kaye,F,UVA,11,1m,6,273.68,P,306.90,Y,1,1,1,1,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,157,0E924C17B9F68B,Elizabeth,Kaye,F,UVA,27,3m,6,337.95,F,317.30,Y,1,9,1,1,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,157,0E924C17B9F68B,Elizabeth,Kaye,F,UVA,27,3m,6,337.95,P,254.70,Y,1,6,4,4,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,157,0E924C17B9F68B,Elizabeth,Kaye,F,UVA,39,10m,6,0.00,F,243.00,Y,1,2,1,1,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,128,618B0040F8D946,Anna,Keating,F,UVA,7,Medley,200,122.00,F,125.43,Y,1,8,8,24,125.32,125.35,0.74
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,128,618B0040F8D946,Anna,Keating,F,UVA,7,Medley,200,122.00,P,126.42,Y,2,7,7,26,126.46,126.37,0.74
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,128,618B0040F8D946,Anna,Keating,F,UVA,19,Medley,400,258.00,P,265.55,Y,3,3,6,15,265.55,265.58,0.73
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,128,618B0040F8D946,Anna,Keating,F,UVA,23,Breast,100,62.00,F,62.25,Y,1,6,4,12,62.46,62.34,0.72
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,128,618B0040F8D946,Anna,Keating,F,UVA,23,Breast,100,62.00,P,62.52,Y,1,3,5,12,62.58,62.65,0.75
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,128,618B0040F8D946,Anna,Keating,F,UVA,35,Breast,200,132.00,F,133.22,Y,2,4,0,0,133.32,133.41,0.74
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,128,618B0040F8D946,Anna,Keating,F,UVA,35,Breast,200,132.00,P,132.49,Y,2,5,2,7,132.66,132.58,0.74
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,177,5E7982313AAE43,David,King,M,UVA,6,Free,500,261.51,F,256.30,Y,3,4,1,3,256.55,256.47,0.74
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,177,5E7982313AAE43,David,King,M,UVA,6,Free,500,261.51,P,258.91,Y,1,4,1,3,259.03,259.04,0.76
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,177,5E7982313AAE43,David,King,M,UVA,22,Free,200,94.79,F,93.19,Y,2,4,1,3,93.37,93.42,0.71
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,177,5E7982313AAE43,David,King,M,UVA,22,Free,200,94.79,P,94.58,Y,3,4,2,3,94.79,94.74,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,177,5E7982313AAE43,David,King,M,UVA,26,Back,100,48.50,P,48.04,Y,1,3,6,15,48.02,48.06,0.66
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,177,5E7982313AAE43,David,King,M,UVA,32,Back,200,106.00,F,99.82,Y,3,5,1,1,99.88,99.90,0.66
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,177,5E7982313AAE43,David,King,M,UVA,32,Back,200,106.00,P,101.29,Y,3,3,1,2,101.38,101.36,0.63
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,141,380AA747B60F41,Sophia,Knapp,F,UVA,5,Free,500,281.80,F,284.51,Y,1,4,1,9,284.66,284.67,0.77
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,141,380AA747B60F41,Sophia,Knapp,F,UVA,5,Free,500,281.80,P,286.45,Y,3,5,2,7,286.54,286.51,0.95
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,141,380AA747B60F41,Sophia,Knapp,F,UVA,21,Free,200,106.00,F,107.87,Y,2,2,8,16,107.95,108.01,0.72
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,141,380AA747B60F41,Sophia,Knapp,F,UVA,21,Free,200,106.00,P,107.62,Y,3,3,3,11,107.61,107.74,0.74
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,141,380AA747B60F41,Sophia,Knapp,F,UVA,29,Free,1650,580.25,F,974.58,Y,2,5,2,2,974.72,974.68,0.75
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,141,380AA747B60F41,Sophia,Knapp,F,UVA,31,Back,200,120.00,F,120.11,Y,2,1,8,16,120.23,120.17,0.63
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,141,380AA747B60F41,Sophia,Knapp,F,UVA,31,Back,200,120.00,P,120.14,Y,2,2,5,16,120.23,120.15,0.68
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,158,5911072C82F947,Zachary,Larrick,M,UVA,8,Medley,200,110.06,F,108.48,Y,1,2,4,20,108.58,108.58,0.74
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,158,5911072C82F947,Zachary,Larrick,M,UVA,8,Medley,200,110.06,P,108.89,Y,4,2,7,21,109.00,108.97,0.74
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,158,5911072C82F947,Zachary,Larrick,M,UVA,22,Free,200,99.89,F,99.31,Y,1,1,7,15,99.54,99.41,0.74
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,158,5911072C82F947,Zachary,Larrick,M,UVA,22,Free,200,99.89,P,99.37,Y,2,7,5,17,99.37,99.34,0.75
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,158,5911072C82F947,Zachary,Larrick,M,UVA,34,Free,100,46.50,P,45.63,Y,3,8,7,26,45.71,45.48,0.76
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,158,5911072C82F947,Zachary,Larrick,M,UVA,38,Fly,200,114.00,F,109.62,Y,1,1,7,15,109.63,109.74,0.72
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,158,5911072C82F947,Zachary,Larrick,M,UVA,38,Fly,200,114.00,P,109.80,Y,2,7,5,15,109.94,109.85,0.79
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,159,08BF139CFB9648,Simon,Lins,M,UVA,10,Free,50,19.88,F,20.36,Y,2,6,0,0,20.49,20.45,0.74
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,159,08BF139CFB9648,Simon,Lins,M,UVA,10,Free,50,19.88,P,19.88,Y,2,3,3,10,20.09,20.07,0.56
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,159,08BF139CFB9648,Simon,Lins,M,UVA,18,Fly,100,48.90,F,47.43,Y,3,6,5,7,47.73,47.68,0.57
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,159,08BF139CFB9648,Simon,Lins,M,UVA,18,Fly,100,48.90,P,47.19,Y,2,2,3,10,47.25,47.21,0.61
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,159,08BF139CFB9648,Simon,Lins,M,UVA,26,Back,100,50.90,P,48.88,Y,1,1,7,18,49.01,48.95,0.57
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,159,08BF139CFB9648,Simon,Lins,M,UVA,34,Free,100,44.68,F,44.43,Y,2,7,7,15,44.56,44.48,0.57
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,159,08BF139CFB9648,Simon,Lins,M,UVA,34,Free,100,44.68,P,44.04,Y,2,2,4,13,44.12,44.14,0.57
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,178,89934BE1961156,Alena,Lotterer,F,UVA,11,1m,6,222.45,F,237.55,Y,1,1,11,11,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,178,89934BE1961156,Alena,Lotterer,F,UVA,11,1m,6,222.45,P,218.65,Y,1,3,12,12,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,178,89934BE1961156,Alena,Lotterer,F,UVA,27,3m,6,242.03,F,235.15,Y,1,7,8,8,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,178,89934BE1961156,Alena,Lotterer,F,UVA,27,3m,6,242.03,P,235.25,Y,1,9,6,6,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,178,89934BE1961156,Alena,Lotterer,F,UVA,39,10m,6,0.00,F,155.95,Y,2,1,1,11,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,160,318E337BB68347,Jack,Madoch,M,UVA,10,Free,50,20.11,F,19.98,Y,2,3,5,13,20.12,20.01,0.63
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,160,318E337BB68347,Jack,Madoch,M,UVA,10,Free,50,20.11,P,19.85,Y,2,6,2,9,20.02,19.80,0.66
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,160,318E337BB68347,Jack,Madoch,M,UVA,18,Fly,100,50.50,F,49.16,Y,2,2,7,15,49.39,49.54,0.68
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,160,318E337BB68347,Jack,Madoch,M,UVA,18,Fly,100,50.50,P,48.45,Y,3,1,5,15,48.57,48.55,0.66
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,160,318E337BB68347,Jack,Madoch,M,UVA,34,Free,100,44.83,F,44.09,Y,1,3,2,18,44.16,44.24,0.64
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,160,318E337BB68347,Jack,Madoch,M,UVA,34,Free,100,44.83,P,44.83,Y,3,7,6,19,44.87,44.89,0.66
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,161,D97E4ED190FEA1,Morgan,Manley,F,UVA,11,1m,6,212.40,P,199.30,Y,1,2,16,16,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,161,D97E4ED190FEA1,Morgan,Manley,F,UVA,27,3m,6,246.00,P,192.45,Y,1,5,14,14,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,161,D97E4ED190FEA1,Morgan,Manley,F,UVA,39,10m,6,0.00,F,126.75,Y,1,7,13,14,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,179,F7B546A8AC7F40,Liam,Miller,M,UVA,12,3m,6,311.55,F,300.30,Y,1,4,9,9,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,179,F7B546A8AC7F40,Liam,Miller,M,UVA,12,3m,6,311.55,P,274.20,Y,1,1,9,9,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,179,F7B546A8AC7F40,Liam,Miller,M,UVA,28,1m,6,263.40,F,268.60,Y,1,3,7,7,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,179,F7B546A8AC7F40,Liam,Miller,M,UVA,28,1m,6,263.40,P,234.30,Y,1,4,10,10,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,179,F7B546A8AC7F40,Liam,Miller,M,UVA,40,10m,6,0.00,F,217.80,Y,2,2,2,9,0.00,0.00,
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,180,EB40A465B1D74E,Annaliesa,Moesch,F,UVA,9,Free,50,22.51,F,21.84,Y,3,4,1,3,22.04,22.03,0.74
2024 Tennessee Invitational,Allan Jones Intercollegiate Aquatic Center,11192024,11222024,180,EB40A465B1D74E,Annaliesa,Moesch,F,UVA,9,Free,50,22.51,P,22.02,Y,1,5,1,3,22.20,22.15,0.95
